audit_type,source_dataset,source_file,school_id,school_name,region,division,grade,level_group,audit_value,comparison_value,difference,audit_note
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300322,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300323,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300324,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300325,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300326,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300327,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300328,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300329,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300330,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300331,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300332,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300333,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300334,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300335,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300336,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300337,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300338,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300339,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300340,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300341,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300342,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300343,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300344,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300345,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300346,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300347,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300348,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300349,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300350,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300351,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300352,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300353,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300354,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300355,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300356,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300357,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300358,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300359,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300360,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300361,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300362,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300363,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300364,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300365,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300366,NA,1,9,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300367,NA,1,3,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300368,NA,1,3,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300369,NA,1,3,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300391,NA,1,10,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300498,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300499,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300500,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300501,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300502,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300503,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300504,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300506,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300508,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300509,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300510,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300511,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300512,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300513,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300514,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300515,NA,3,2,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300516,NA,2,3,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300518,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300520,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300521,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300522,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300523,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300524,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300525,NA,2,6,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300526,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300529,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300530,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300532,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300533,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300534,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300536,NA,4,10,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300537,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300539,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300541,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300546,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300547,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300549,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300550,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300551,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300553,NA,15,11,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300554,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300555,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
DLP school unmatched to assessment,RMA EoSY,RMA (KS3) National Dashboard_EoSY 2025-26 Assessment Results_Table.csv,300556,NA,2,5,NA,NA,NA,NA,NA,DLP school did not match to the RMA EoSY file by school ID.
