school_id,region_code,full_division_code,full_municipality_code,treatment_status,time_point,grade,proficiency_group,student_count,assessed_count,percent_of_assessed
302177,5,508,50806,Control,BoSY,Grade 7,low proficient,12,115,10.434782608695652
302282,5,513,51301,Control,BoSY,Grade 7,low proficient,0,0,NA
502615,5,508,50802,Control,BoSY,Grade 7,low proficient,0,22,0
302263,5,506,50601,Control,BoSY,Grade 7,low proficient,3,66,4.545454545454546
301826,5,501,50103,Control,BoSY,Grade 7,low proficient,0,0,NA
305750,5,513,51301,Control,BoSY,Grade 7,low proficient,3,63,4.761904761904762
301870,5,501,50110,Control,BoSY,Grade 7,low proficient,20,124,16.129032258064516
302039,5,503,50316,Control,BoSY,Grade 7,low proficient,35,361,9.695290858725762
301868,5,501,50112,Control,BoSY,Grade 7,low proficient,107,201,53.233830845771145
301963,5,503,50316,Control,BoSY,Grade 7,low proficient,75,220,34.09090909090909
340567,15,1505,150501,Treatment,BoSY,Grade 7,low proficient,19,187,10.16042780748663
320606,15,1515,151502,Treatment,BoSY,Grade 7,low proficient,135,308,43.83116883116883
320202,15,1511,151101,Treatment,BoSY,Grade 7,low proficient,7,161,4.3478260869565215
305310,15,1507,150703,Treatment,BoSY,Grade 7,low proficient,37,312,11.85897435897436
305418,15,1513,151301,Treatment,BoSY,Grade 7,low proficient,189,1281,14.754098360655737
500565,15,1515,151502,Treatment,BoSY,Grade 7,low proficient,166,856,19.39252336448598
301258,4,413,41308,Treatment,BoSY,Grade 7,low proficient,144,546,26.373626373626372
301214,4,411,41101,Treatment,BoSY,Grade 7,low proficient,563,645,87.28682170542636
301497,4,414,41401,Treatment,BoSY,Grade 7,low proficient,127,445,28.53932584269663
305411,15,1515,151502,Treatment,BoSY,Grade 7,low proficient,194,656,29.573170731707318
305420,15,1513,151301,Treatment,BoSY,Grade 7,low proficient,399,1406,28.37837837837838
301231,4,413,41302,Control,BoSY,Grade 7,low proficient,17,235,7.23404255319149
301188,4,402,40201,Control,BoSY,Grade 7,low proficient,32,454,7.048458149779735
307913,4,413,41309,Control,BoSY,Grade 7,low proficient,103,349,29.512893982808023
500566,15,1507,150710,Control,BoSY,Grade 7,low proficient,45,789,5.7034220532319395
305453,15,1510,151001,Control,BoSY,Grade 7,low proficient,130,833,15.6062424969988
305311,15,1507,150702,Control,BoSY,Grade 7,low proficient,13,289,4.498269896193771
301425,4,401,40101,Control,BoSY,Grade 7,low proficient,108,1057,10.21759697256386
301202,4,408,40812,Control,BoSY,Grade 7,low proficient,57,431,13.22505800464037
305412,15,1515,151502,Control,BoSY,Grade 7,low proficient,255,1138,22.40773286467487
308105,4,417,41703,Control,BoSY,Grade 7,low proficient,363,939,38.65814696485623
305341,15,1514,151401,Control,BoSY,Grade 7,low proficient,187,1496,12.5
319604,15,1512,151201,Control,BoSY,Grade 7,low proficient,43,385,11.168831168831169
305568,15,1516,151601,Control,BoSY,Grade 7,low proficient,52,478,10.878661087866108
305434,15,1503,150301,Control,BoSY,Grade 7,low proficient,224,960,23.333333333333332
301464,4,417,41710,Control,BoSY,Grade 7,low proficient,70,659,10.622154779969652
305461,15,1515,151502,Control,BoSY,Grade 7,low proficient,44,373,11.796246648793566
305384,15,1501,150101,Control,BoSY,Grade 7,low proficient,50,526,9.505703422053232
301143,4,421,42101,Control,BoSY,Grade 7,low proficient,156,1241,12.570507655116842
305340,15,1514,151401,Control,BoSY,Grade 7,low proficient,257,1160,22.155172413793103
305302,15,1507,150709,Treatment,BoSY,Grade 7,low proficient,84,1192,7.046979865771812
308103,4,417,41712,Control,BoSY,Grade 7,low proficient,19,405,4.691358024691358
308130,4,417,41711,Control,BoSY,Grade 7,low proficient,25,185,13.513513513513514
301227,4,420,42001,Control,BoSY,Grade 7,low proficient,66,1589,4.153555695405916
305334,15,1514,151401,Control,BoSY,Grade 7,low proficient,91,603,15.091210613598673
305367,15,1512,151201,Control,BoSY,Grade 7,low proficient,80,1188,6.734006734006734
305635,15,1514,151401,Control,BoSY,Grade 7,low proficient,53,554,9.566787003610107
301218,4,408,40814,Control,BoSY,Grade 7,low proficient,229,2316,9.887737478411054
308501,4,415,41501,Control,BoSY,Grade 7,low proficient,40,695,5.755395683453237
500332,15,1506,150601,Control,BoSY,Grade 7,low proficient,77,315,24.444444444444443
305471,15,1509,150901,Control,BoSY,Grade 7,low proficient,128,1015,12.610837438423646
305376,15,1501,150101,Treatment,BoSY,Grade 7,low proficient,64,848,7.547169811320755
301432,4,417,41705,Control,BoSY,Grade 7,low proficient,90,632,14.240506329113924
305459,15,1515,151502,Control,BoSY,Grade 7,low proficient,34,957,3.5527690700104495
305313,15,1507,150708,Control,BoSY,Grade 7,low proficient,0,591,0
301186,4,410,41001,Control,BoSY,Grade 7,low proficient,450,2144,20.988805970149254
301184,4,410,41001,Control,BoSY,Grade 7,low proficient,119,1327,8.967596081386587
305295,15,1507,150710,Control,BoSY,Grade 7,low proficient,238,1342,17.73472429210134
301416,4,422,42201,Control,BoSY,Grade 7,low proficient,34,200,17
305450,15,1505,150501,Treatment,BoSY,Grade 7,low proficient,36,523,6.8833652007648185
301403,4,416,41606,Control,BoSY,Grade 7,low proficient,116,339,34.21828908554572
301451,4,417,41708,Control,BoSY,Grade 7,low proficient,95,380,25
305338,15,1514,151401,Control,BoSY,Grade 7,low proficient,77,843,9.134045077105576
301257,4,413,41312,Control,BoSY,Grade 7,low proficient,538,1974,27.25430597771023
305416,15,1513,151301,Control,BoSY,Grade 7,low proficient,289,1063,27.18720602069614
305337,15,1514,151401,Control,BoSY,Grade 7,low proficient,60,2308,2.5996533795493932
305353,15,1514,151401,Control,BoSY,Grade 7,low proficient,88,404,21.782178217821784
301197,4,408,40812,Control,BoSY,Grade 7,low proficient,195,443,44.01805869074492
301236,4,413,41308,Treatment,BoSY,Grade 7,low proficient,69,346,19.942196531791907
305444,15,1516,151601,Control,BoSY,Grade 7,low proficient,30,467,6.423982869379015
320306,15,1503,150301,Control,BoSY,Grade 7,low proficient,92,878,10.478359908883826
301489,4,414,41401,Control,BoSY,Grade 7,low proficient,56,325,17.23076923076923
301507,4,418,41801,Control,BoSY,Grade 7,low proficient,0,130,0
301456,4,417,41710,Control,BoSY,Grade 7,low proficient,78,641,12.168486739469579
301238,4,413,41303,Control,BoSY,Grade 7,low proficient,79,658,12.006079027355623
305438,15,1516,151601,Control,BoSY,Grade 7,low proficient,157,939,16.719914802981897
305324,15,1514,151401,Control,BoSY,Grade 7,low proficient,36,275,13.090909090909092
305454,15,1510,151001,Control,BoSY,Grade 7,low proficient,3,139,2.158273381294964
308122,4,417,41708,Control,BoSY,Grade 7,low proficient,75,267,28.089887640449437
301508,4,418,41801,Control,BoSY,Grade 7,low proficient,43,258,16.666666666666668
305465,15,1515,151502,Control,BoSY,Grade 7,low proficient,70,815,8.588957055214724
305428,15,1511,151101,Control,BoSY,Grade 7,low proficient,23,371,6.199460916442049
301175,4,408,40807,Control,BoSY,Grade 7,low proficient,220,697,31.563845050215207
301437,4,417,41704,Control,BoSY,Grade 7,low proficient,149,1040,14.326923076923077
320204,15,1511,151101,Control,BoSY,Grade 7,low proficient,50,573,8.726003490401396
305447,15,1505,150501,Control,BoSY,Grade 7,low proficient,178,861,20.673635307781648
301438,4,417,41704,Control,BoSY,Grade 7,low proficient,29,543,5.3406998158379375
308135,4,417,41708,Control,BoSY,Grade 7,low proficient,134,490,27.346938775510203
301418,4,401,40101,Control,BoSY,Grade 7,low proficient,260,3468,7.497116493656286
305288,15,1507,150710,Control,BoSY,Grade 7,low proficient,127,648,19.598765432098766
301265,4,413,41301,Control,BoSY,Grade 7,low proficient,3,412,0.7281553398058253
305442,15,1516,151601,Control,BoSY,Grade 7,low proficient,35,272,12.867647058823529
500339,15,1505,150501,Control,BoSY,Grade 7,low proficient,111,365,30.410958904109588
305435,15,1503,150301,Control,BoSY,Grade 7,low proficient,214,473,45.243128964059196
308134,4,417,41708,Control,BoSY,Grade 7,low proficient,213,711,29.957805907172997
305452,15,1505,150501,Control,BoSY,Grade 7,low proficient,93,736,12.63586956521739
312330,7,703,70308,Treatment,BoSY,Grade 7,low proficient,0,89,0
305710,7,703,70302,Treatment,BoSY,Grade 7,low proficient,6,86,6.976744186046512
305655,11,1101,110101,Treatment,BoSY,Grade 7,low proficient,8,27,29.62962962962963
305581,7,703,70303,Treatment,BoSY,Grade 7,low proficient,8,46,17.391304347826086
303130,7,703,70309,Treatment,BoSY,Grade 7,low proficient,39,193,20.207253886010363
312354,7,703,70309,Treatment,BoSY,Grade 7,low proficient,1,28,3.5714285714285716
305849,11,1105,110503,Treatment,BoSY,Grade 7,low proficient,1,38,2.6315789473684212
305500,11,1101,110101,Treatment,BoSY,Grade 7,low proficient,4,36,11.11111111111111
312355,7,703,70304,Treatment,BoSY,Grade 7,low proficient,5,39,12.820512820512821
501903,11,1110,111001,Treatment,BoSY,Grade 7,low proficient,5,30,16.666666666666668
500665,7,705,70527,Control,BoSY,Grade 7,low proficient,0,107,0
312462,7,705,70520,Control,BoSY,Grade 7,low proficient,4,18,22.22222222222222
306038,11,1102,110202,Control,BoSY,Grade 7,low proficient,18,33,54.54545454545455
500221,7,705,70527,Control,BoSY,Grade 7,low proficient,1,32,3.125
500744,7,708,70801,Control,BoSY,Grade 7,low proficient,1,55,1.8181818181818181
305884,11,1101,110101,Control,BoSY,Grade 7,low proficient,9,125,7.2
303170,7,709,70901,Control,BoSY,Grade 7,low proficient,11,52,21.153846153846153
500787,7,708,70801,Control,BoSY,Grade 7,low proficient,2,49,4.081632653061225
500667,7,705,70528,Control,BoSY,Grade 7,low proficient,8,72,11.11111111111111
501071,11,1101,110101,Control,BoSY,Grade 7,low proficient,14,25,56
303046,7,705,70527,Control,BoSY,Grade 7,low proficient,0,81,0
325303,7,707,70701,Control,BoSY,Grade 7,low proficient,59,86,68.6046511627907
500208,7,703,70305,Control,BoSY,Grade 7,low proficient,13,19,68.42105263157895
312401,7,705,70525,Control,BoSY,Grade 7,low proficient,9,127,7.086614173228346
303136,7,706,70601,Control,BoSY,Grade 7,low proficient,3,109,2.7522935779816513
312435,7,707,70701,Control,BoSY,Grade 7,low proficient,30,54,55.55555555555556
502186,11,1101,110101,Control,BoSY,Grade 7,low proficient,0,20,0
500782,7,708,70801,Control,BoSY,Grade 7,low proficient,31,295,10.508474576271187
306086,11,1106,110606,Control,BoSY,Grade 7,low proficient,3,23,13.043478260869565
305755,7,705,70529,Control,BoSY,Grade 7,low proficient,18,138,13.043478260869565
305665,11,1101,110101,Control,BoSY,Grade 7,low proficient,19,24,79.16666666666667
501635,7,703,70301,Control,BoSY,Grade 7,low proficient,15,79,18.9873417721519
305843,11,1110,111001,Control,BoSY,Grade 7,low proficient,5,64,7.8125
500894,7,705,70517,Control,BoSY,Grade 7,low proficient,8,101,7.920792079207921
500671,7,705,70506,Control,BoSY,Grade 7,low proficient,7,28,25
305847,11,1105,110503,Control,BoSY,Grade 7,low proficient,7,49,14.285714285714286
500784,7,708,70801,Control,BoSY,Grade 7,low proficient,2,24,8.333333333333334
501267,7,705,70525,Control,BoSY,Grade 7,low proficient,4,42,9.523809523809524
306000,7,705,70525,Control,BoSY,Grade 7,low proficient,7,63,11.11111111111111
305517,11,1106,110608,Control,BoSY,Grade 7,low proficient,23,53,43.39622641509434
305713,7,710,71001,Control,BoSY,Grade 7,low proficient,39,82,47.5609756097561
500768,7,705,70521,Control,BoSY,Grade 7,low proficient,12,82,14.634146341463415
316303,11,1107,110701,Control,BoSY,Grade 7,low proficient,12,78,15.384615384615385
316304,11,1107,110701,Control,BoSY,Grade 7,low proficient,0,94,0
305506,11,1101,110101,Control,BoSY,Grade 7,low proficient,14,25,56
500421,7,705,70507,Control,BoSY,Grade 7,low proficient,52,118,44.067796610169495
305681,11,1110,111001,Control,BoSY,Grade 7,low proficient,20,228,8.771929824561404
303186,7,711,71101,Control,BoSY,Grade 7,low proficient,18,145,12.413793103448276
501429,7,714,71402,Control,BoSY,Grade 7,low proficient,0,59,0
305844,11,1103,110303,Control,BoSY,Grade 7,low proficient,8,57,14.035087719298245
305965,11,1110,111001,Control,BoSY,Grade 7,low proficient,1,92,1.0869565217391304
501076,11,1103,110305,Control,BoSY,Grade 7,low proficient,0,18,0
305889,11,1101,110101,Control,BoSY,Grade 7,low proficient,47,61,77.04918032786885
501074,11,1103,110306,Control,BoSY,Grade 7,low proficient,3,47,6.382978723404255
312408,7,705,70530,Control,BoSY,Grade 7,low proficient,30,77,38.96103896103896
501351,7,705,70522,Control,BoSY,Grade 7,low proficient,30,78,38.46153846153846
501404,11,1101,110101,Control,BoSY,Grade 7,low proficient,2,18,11.11111111111111
305660,11,1101,110101,Control,BoSY,Grade 7,low proficient,31,45,68.88888888888889
303219,7,701,70101,Control,BoSY,Grade 7,low proficient,0,140,0
312450,7,705,70522,Control,BoSY,Grade 7,low proficient,37,65,56.92307692307692
324903,7,704,70401,Control,BoSY,Grade 7,low proficient,11,44,25
501065,11,1101,110101,Control,BoSY,Grade 7,low proficient,5,144,3.4722222222222223
312451,7,705,70532,Control,BoSY,Grade 7,low proficient,37,93,39.784946236559136
501763,11,1103,110305,Control,BoSY,Grade 7,low proficient,1,42,2.380952380952381
316405,11,1110,111001,Control,BoSY,Grade 7,low proficient,0,152,0
316404,11,1110,111001,Control,BoSY,Grade 7,low proficient,4,62,6.451612903225806
316301,11,1107,110701,Control,BoSY,Grade 7,low proficient,1,208,0.4807692307692308
312910,7,710,71001,Control,BoSY,Grade 7,low proficient,6,196,3.061224489795918
303011,7,705,70512,Control,BoSY,Grade 7,low proficient,6,59,10.169491525423728
305651,11,1101,110101,Control,BoSY,Grade 7,low proficient,5,34,14.705882352941176
305662,11,1101,110101,Control,BoSY,Grade 7,low proficient,3,53,5.660377358490566
305850,11,1105,110503,Control,BoSY,Grade 7,low proficient,3,31,9.67741935483871
312481,7,705,70518,Control,BoSY,Grade 7,low proficient,14,201,6.965174129353234
304409,11,1110,111001,Control,BoSY,Grade 7,low proficient,3,121,2.479338842975207
303246,7,713,71303,Control,BoSY,Grade 7,low proficient,21,192,10.9375
501405,11,1101,110101,Control,BoSY,Grade 7,low proficient,0,58,0
305677,11,1105,110503,Control,BoSY,Grade 7,low proficient,2,63,3.1746031746031744
500447,7,708,70801,Control,BoSY,Grade 7,low proficient,4,74,5.405405405405405
501305,7,708,70801,Control,BoSY,Grade 7,low proficient,8,31,25.806451612903224
305917,7,708,70801,Control,BoSY,Grade 7,low proficient,8,24,33.333333333333336
305722,7,703,70304,Control,BoSY,Grade 7,low proficient,12,60,20
312953,7,713,71306,Control,BoSY,Grade 7,low proficient,20,50,40
305498,11,1101,110101,Control,BoSY,Grade 7,low proficient,11,78,14.102564102564102
305669,11,1101,110101,Control,BoSY,Grade 7,low proficient,0,38,0
312960,7,710,71002,Control,BoSY,Grade 7,low proficient,0,71,0
309906,5,508,50811,Treatment,BoSY,Grade 7,nearly proficient,0,128,0
309934,5,508,50806,Treatment,BoSY,Grade 7,nearly proficient,4,43,9.30232558139535
301871,5,501,50107,Treatment,BoSY,Grade 7,nearly proficient,3,73,4.109589041095891
302134,5,508,50804,Treatment,BoSY,Grade 7,nearly proficient,0,168,0
302117,5,508,50803,Treatment,BoSY,Grade 7,nearly proficient,0,93,0
309909,5,508,50801,Treatment,BoSY,Grade 7,nearly proficient,0,126,0
309915,5,508,50801,Treatment,BoSY,Grade 7,nearly proficient,1,51,1.9607843137254901
501544,5,508,50815,Treatment,BoSY,Grade 7,nearly proficient,0,72,0
301887,5,502,50205,Treatment,BoSY,Grade 7,nearly proficient,0,101,0
302175,5,508,50820,Treatment,BoSY,Grade 7,nearly proficient,0,132,0
302146,5,508,50812,Treatment,BoSY,Grade 7,nearly proficient,0,160,0
309921,5,508,50805,Treatment,BoSY,Grade 7,nearly proficient,0,97,0
302254,5,505,50501,Control,BoSY,Grade 7,nearly proficient,0,93,0
309513,5,501,50112,Control,BoSY,Grade 7,nearly proficient,1,122,0.819672131147541
500163,5,508,50801,Control,BoSY,Grade 7,nearly proficient,0,76,0
302058,5,503,50333,Control,BoSY,Grade 7,nearly proficient,0,138,0
302192,5,511,51103,Control,BoSY,Grade 7,nearly proficient,1,287,0.34843205574912894
302227,5,511,51105,Control,BoSY,Grade 7,nearly proficient,0,98,0
302252,5,505,50501,Control,BoSY,Grade 7,nearly proficient,0,99,0
309914,5,508,50806,Control,BoSY,Grade 7,nearly proficient,0,229,0
309711,5,503,50317,Control,BoSY,Grade 7,nearly proficient,0,65,0
301817,5,507,50701,Control,BoSY,Grade 7,nearly proficient,0,114,0
302165,5,508,50816,Control,BoSY,Grade 7,nearly proficient,1,92,1.0869565217391304
301974,5,503,50311,Treatment,BoSY,Grade 7,nearly proficient,0,87,0
302256,5,505,50501,Control,BoSY,Grade 7,nearly proficient,3,114,2.6315789473684212
301834,5,501,50106,Control,BoSY,Grade 7,nearly proficient,0,163,0
309760,5,503,50306,Control,BoSY,Grade 7,nearly proficient,2,34,5.882352941176471
309936,5,508,50819,Control,BoSY,Grade 7,nearly proficient,0,59,0
302203,5,511,51102,Control,BoSY,Grade 7,nearly proficient,0,80,0
302011,5,503,50314,Control,BoSY,Grade 7,nearly proficient,3,244,1.2295081967213115
500168,5,505,50501,Control,BoSY,Grade 7,nearly proficient,0,90,0
301947,5,503,50306,Control,BoSY,Grade 7,nearly proficient,29,365,7.945205479452055
309941,5,508,50812,Control,BoSY,Grade 7,nearly proficient,0,232,0
301839,5,501,50111,Control,BoSY,Grade 7,nearly proficient,21,90,23.333333333333332
501843,5,508,50818,Treatment,BoSY,Grade 7,nearly proficient,8,40,20
302111,5,508,50801,Control,BoSY,Grade 7,nearly proficient,21,540,3.888888888888889
302133,5,509,50901,Control,BoSY,Grade 7,nearly proficient,0,190,0
301990,5,503,50317,Control,BoSY,Grade 7,nearly proficient,0,21,0
309937,5,508,50819,Control,BoSY,Grade 7,nearly proficient,0,80,0
302241,5,511,51105,Control,BoSY,Grade 7,nearly proficient,0,169,0
500167,5,505,50501,Control,BoSY,Grade 7,nearly proficient,0,69,0
309764,5,503,50320,Control,BoSY,Grade 7,nearly proficient,1,40,2.5
302205,5,511,51106,Control,BoSY,Grade 7,nearly proficient,0,136,0
302014,5,503,50302,Control,BoSY,Grade 7,nearly proficient,4,165,2.4242424242424243
309740,5,503,50315,Control,BoSY,Grade 7,nearly proficient,0,73,0
309741,5,503,50315,Control,BoSY,Grade 7,nearly proficient,0,110,0
302161,5,508,50803,Treatment,BoSY,Grade 7,nearly proficient,0,99,0
302113,5,508,50818,Treatment,BoSY,Grade 7,nearly proficient,0,99,0
302127,5,508,50817,Control,BoSY,Grade 7,nearly proficient,0,48,0
301899,5,502,50205,Control,BoSY,Grade 7,nearly proficient,0,132,0
309509,5,501,50113,Control,BoSY,Grade 7,nearly proficient,0,96,0
309903,5,508,50816,Control,BoSY,Grade 7,nearly proficient,0,101,0
301995,5,503,50310,Control,BoSY,Grade 7,nearly proficient,8,62,12.903225806451612
309702,5,503,50325,Control,BoSY,Grade 7,nearly proficient,0,257,0
501020,5,503,50310,Control,BoSY,Grade 7,nearly proficient,0,33,0
309743,5,503,50332,Control,BoSY,Grade 7,nearly proficient,2,116,1.7241379310344827
301816,5,501,50101,Control,BoSY,Grade 7,nearly proficient,3,99,3.0303030303030303
302054,5,503,50315,Control,BoSY,Grade 7,nearly proficient,0,114,0
301862,5,507,50701,Control,BoSY,Grade 7,nearly proficient,4,247,1.6194331983805668
502477,5,501,50108,Control,BoSY,Grade 7,nearly proficient,0,26,0
